"","list_benefited_or_offered","median","LQ","UQ","list_weighted_RR","median_RR","LQ_RR","UQ_RR"
"1",0.358709932665219,0.512399248910901,0.303448965029379,0.795326835044058,0.675981515607656,0.537155754784083,0.281590577175221,0.725898100984538
"2",0.396509315061132,0.512399248910901,0.303448965029379,0.795326835044058,0.641837775834715,0.537155754784083,0.281590577175221,0.725898100984538
"3",0.649800971500867,0.512399248910901,0.303448965029379,0.795326835044058,0.413042386705009,0.537155754784083,0.281590577175221,0.725898100984538
"4",0.574162156097487,0.512399248910901,0.303448965029379,0.795326835044058,0.481366043499618,0.537155754784083,0.281590577175221,0.725898100984538
"5",0.675049053131863,0.512399248910901,0.303448965029379,0.795326835044058,0.39023609003208,0.537155754784083,0.281590577175221,0.725898100984538
"6",0.814681850209551,0.512399248910901,0.303448965029379,0.795326835044058,0.264107418477279,0.537155754784083,0.281590577175221,0.725898100984538
"7",0.401179037873208,0.512399248910901,0.303448965029379,0.795326835044058,0.637619669865753,0.537155754784083,0.281590577175221,0.725898100984538
"8",0.744643082971875,0.512399248910901,0.303448965029379,0.795326835044058,0.327372617298077,0.537155754784083,0.281590577175221,0.725898100984538
"9",0.348077113552295,0.512399248910901,0.303448965029379,0.795326835044058,0.685586016682353,0.537155754784083,0.281590577175221,0.725898100984538
"10",0.345312112734612,0.512399248910901,0.303448965029379,0.795326835044058,0.688083609563689,0.537155754784083,0.281590577175221,0.725898100984538
"11",0.579735185446556,0.512399248910901,0.303448965029379,0.795326835044058,0.476331991306687,0.537155754784083,0.281590577175221,0.725898100984538
"12",0.242829177058596,0.512399248910901,0.303448965029379,0.795326835044058,0.780655246058662,0.537155754784083,0.281590577175221,0.725898100984538
"13",0.281472741522899,0.512399248910901,0.303448965029379,0.795326835044058,0.745748966502341,0.537155754784083,0.281590577175221,0.725898100984538
"14",0.501781834064925,0.512399248910901,0.303448965029379,0.795326835044058,0.546746341364714,0.537155754784083,0.281590577175221,0.725898100984538
"15",0.41436463510385,0.512399248910901,0.303448965029379,0.795326835044058,0.625709274191073,0.537155754784083,0.281590577175221,0.725898100984538
"16",0.397613028888637,0.512399248910901,0.303448965029379,0.795326835044058,0.640840804050483,0.537155754784083,0.281590577175221,0.725898100984538
"17",0.789078078405346,0.512399248910901,0.303448965029379,0.795326835044058,0.287235005921223,0.537155754784083,0.281590577175221,0.725898100984538
"18",0.54436881089248,0.512399248910901,0.303448965029379,0.795326835044058,0.508278023568243,0.537155754784083,0.281590577175221,0.725898100984538
"19",0.87810015340831,0.512399248910901,0.303448965029379,0.795326835044058,0.206822407347203,0.537155754784083,0.281590577175221,0.725898100984538
"20",0.520048835615944,0.512399248910901,0.303448965029379,0.795326835044058,0.530245972632305,0.537155754784083,0.281590577175221,0.725898100984538
"21",0.779763738702245,0.512399248910901,0.303448965029379,0.795326835044058,0.295648539974463,0.537155754784083,0.281590577175221,0.725898100984538
"22",0.623642367518236,0.512399248910901,0.303448965029379,0.795326835044058,0.436671147562831,0.537155754784083,0.281590577175221,0.725898100984538
"23",0.617400564632598,0.512399248910901,0.303448965029379,0.795326835044058,0.442309295065057,0.537155754784083,0.281590577175221,0.725898100984538
"24",0.620434234556349,0.512399248910901,0.303448965029379,0.795326835044058,0.439569016524296,0.537155754784083,0.281590577175221,0.725898100984538
"25",0.319906707332314,0.512399248910901,0.303448965029379,0.795326835044058,0.711032014958162,0.537155754784083,0.281590577175221,0.725898100984538
"26",0.7101420138532,0.512399248910901,0.303448965029379,0.795326835044058,0.358537029286026,0.537155754784083,0.281590577175221,0.725898100984538
"27",0.418919611099981,0.512399248910901,0.303448965029379,0.795326835044058,0.621594817678135,0.537155754784083,0.281590577175221,0.725898100984538
"28",0.277124035281772,0.512399248910901,0.303448965029379,0.795326835044058,0.749677101959444,0.537155754784083,0.281590577175221,0.725898100984538
"29",0.573199696342736,0.512399248910901,0.303448965029379,0.795326835044058,0.48223542213295,0.537155754784083,0.281590577175221,0.725898100984538
"30",0.464232370075448,0.512399248910901,0.303448965029379,0.795326835044058,0.580664332765778,0.537155754784083,0.281590577175221,0.725898100984538
"31",0.691401329644945,0.512399248910901,0.303448965029379,0.795326835044058,0.37546527001947,0.537155754784083,0.281590577175221,0.725898100984538
"32",0.494902486908929,0.512399248910901,0.303448965029379,0.795326835044058,0.552960375145526,0.537155754784083,0.281590577175221,0.725898100984538
"33",0.588121587475293,0.512399248910901,0.303448965029379,0.795326835044058,0.468756652495558,0.537155754784083,0.281590577175221,0.725898100984538
"34",0.748851255380152,0.512399248910901,0.303448965029379,0.795326835044058,0.323571424407597,0.537155754784083,0.281590577175221,0.725898100984538
"35",0.40405916514142,0.512399248910901,0.303448965029379,0.795326835044058,0.635018084608915,0.537155754784083,0.281590577175221,0.725898100984538
"36",0.416086686894846,0.512399248910901,0.303448965029379,0.795326835044058,0.624153764960487,0.537155754784083,0.281590577175221,0.725898100984538
"37",0.736704268704484,0.512399248910901,0.303448965029379,0.795326835044058,0.334543655322254,0.537155754784083,0.281590577175221,0.725898100984538
"38",0.552424866060541,0.512399248910901,0.303448965029379,0.795326835044058,0.501001083210496,0.537155754784083,0.281590577175221,0.725898100984538
"39",0.370290495441598,0.512399248910901,0.303448965029379,0.795326835044058,0.665520928772681,0.537155754784083,0.281590577175221,0.725898100984538
"40",0.620563841893557,0.512399248910901,0.303448965029379,0.795326835044058,0.439451943733319,0.537155754784083,0.281590577175221,0.725898100984538
